,TIME,SNR,LAT,LON,DISTANCE,ALT
5142,37548419,12.211845,35.7274823,-78.6962747,35.34353963872628,-0.001
5143,37548452,12.212063,35.7274823,-78.6962747,35.34353963872628,-0.001
5144,37548484,12.212112,35.7274823,-78.6962747,35.34353963872628,-0.001
5145,37548517,12.211063,35.7274823,-78.6962747,35.34353963872628,-0.001
5146,37548550,12.21228,35.7274823,-78.6962747,35.34353963872628,-0.001
5147,37548583,12.214497,35.7274823,-78.6962747,35.34353963872628,-0.001
5148,37548615,11.867321,35.7274823,-78.6962747,35.34353963872628,-0.001
5149,37548648,12.339512,35.7274823,-78.6962747,35.34353963872628,-0.001
5150,37548681,12.290813,35.7274823,-78.6962747,35.34353963872628,-0.001
5151,37548714,12.259975,35.7274823,-78.6962747,35.34353963872628,-0.001
5152,37548746,12.242172,35.7274823,-78.6962747,35.34353963872628,-0.001
5153,37548779,12.23019,35.7274823,-78.6962747,35.34353963872628,-0.001
5154,37548812,12.090252,35.7274823,-78.6962747,35.34353963872628,-0.001
5155,37548845,12.086147,35.7274823,-78.6962747,35.34353963872628,-0.001
5156,37548877,12.135868,35.7274823,-78.6962747,35.34353963872628,-0.001
5157,37548910,12.165226,35.7274823,-78.6962747,35.34353963872628,-0.001
5158,37548943,12.185089,35.7274823,-78.6962747,35.34353963872628,-0.001
5159,37548976,12.198315,35.7274823,-78.6962747,35.34353963872628,-0.001
5160,37549008,12.204269,35.7274823,-78.6962747,35.34353963872628,-0.001
5161,37549041,12.20821,35.7274823,-78.6962747,35.34353963872628,-0.001
5162,37549074,12.2109375,35.7274823,-78.6962747,35.34353963872628,-0.001
5163,37549107,12.212727,35.7274823,-78.6962747,35.34353963872628,-0.001
5164,37549139,12.2131195,35.7274823,-78.6962747,35.34353963872628,-0.001
5165,37549173,12.21352,35.7274823,-78.6962747,35.34353963872628,-0.001
5166,37549205,12.214462,35.7274823,-78.6962747,35.34353963872628,-0.001
5167,37549240,12.215687,35.7274823,-78.6962747,35.34353963872628,-0.001
5168,37549273,12.215847,35.7274823,-78.6962747,35.34353963872628,-0.001
5169,37549305,12.215744,35.7274823,-78.6962747,35.34353963872628,-0.001
5170,37549338,12.21677,35.7274823,-78.6962747,35.34353963872628,-0.001
5171,37549371,12.2163925,35.7274823,-78.6962747,35.34353963872628,-0.001
5172,37549403,12.216171,35.7274823,-78.6962747,35.34353963872628,-0.001
5173,37549436,12.215805,35.7274823,-78.6962747,35.34353963872628,-0.001
5174,37549469,12.216587,35.7274823,-78.6962747,35.34353963872628,-0.001
5175,37549502,12.216656,35.7274823,-78.6962747,35.34353963872628,-0.001
5176,37549534,12.216255,35.7274823,-78.6962747,35.34353963872628,-0.001
5177,37549567,12.216682,35.7274823,-78.6962747,35.34353963872628,-0.001
5178,37549600,12.218349,35.7274823,-78.6962747,35.34353963872628,-0.001
5179,37549633,12.217529,35.7274823,-78.6962747,35.34353963872628,-0.001
5180,37549665,12.216949,35.7274823,-78.6962747,35.34353963872628,-0.001
5181,37549698,12.216518,35.7274823,-78.6962747,35.34353963872628,-0.001
5182,37549731,11.885212,35.7274823,-78.6962747,35.34353963872628,-0.001
5183,37549764,12.04665,35.7274823,-78.6962747,35.34353963872628,-0.001
5184,37549796,11.989502,35.7274823,-78.6962747,35.34353963872628,-0.001
5185,37549829,12.07877,35.7274823,-78.6962747,35.34353963872628,-0.001
5186,37549862,12.540787,35.7274823,-78.6962747,35.34353963872628,-0.001
5187,37549895,12.416851,35.7274823,-78.6962747,35.34353963872628,-0.001
5188,37549928,12.233261,35.7274823,-78.6962747,35.34353963872628,-0.001
5189,37549960,12.038231,35.7274823,-78.6962747,35.34353963872628,-0.001
5190,37549993,11.475292,35.7274823,-78.6962747,35.34353963872628,-0.001
5191,37550026,12.071381,35.7274823,-78.6962747,35.34353963872628,-0.001
5192,37550058,11.97477,35.7274823,-78.6962747,35.34353963872628,-0.001
5193,37550091,12.072556,35.7274823,-78.6962747,35.34353963872628,-0.001
5194,37550124,12.127956,35.7274823,-78.6962747,35.34353963872628,-0.001
5195,37550157,12.162518,35.7274823,-78.6962747,35.34353963872628,-0.001
5196,37550190,12.139862,35.7274823,-78.6962747,35.34353963872628,-0.001
5197,37550222,12.050552,35.7274823,-78.6962747,35.34353963872628,-0.001
